,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Mckinley,1000,74801,4,3
,Hayes,Arthur,2000,218701,3,2
,Cleveland,Garfield,1000,33801,4,4
,Harrison,Lincoln,2000,309800,4,1
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,108001,4,3
,Garfield,Cleveland,1000,33801,3,4
,Arthur,Harrison,1000,309801,2,1
,Mckinley,Grant,1000,302400,1,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,31,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Lincoln,2500,257501,5,2
,Grant,Mckinley,1000,74801,3,4
,Hayes,Garfield,2500,218701,4,3
,Cleveland,Arthur,500,33801,2,5
,Harrison,Buchanan,2500,309800,5,1
,総取引における距離の平均,1800.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Pierce,2000,108001,6,5
,Buchanan,Hayes,1500,247901,4,3
,Lincoln,Cleveland,2500,108001,6,4
,Garfield,Grant,3000,33801,4,6
,Arthur,Harrison,1000,309801,1,1
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,2166.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Buchanan,1000,264801,5,3
,Pierce,Lincoln,1000,309801,4,1
,Grant,Garfield,3000,74801,6,5
,Hayes,Arthur,2000,218701,3,4
,Cleveland,Mckinley,1000,33801,3,6
,Harrison,Buren,500,309801,6,2
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Pierce,2500,94401,6,5
,Buchanan,Grant,1000,247901,4,3
,Lincoln,Harrison,2000,108001,5,4
,Garfield,Hayes,2500,33801,4,6
,Arthur,Cleveland,500,309801,2,1
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Buchanan,1000,264801,5,3
,Pierce,Lincoln,1000,309801,4,1
,Grant,Arthur,2500,74801,3,5
,Hayes,Garfield,2500,218701,3,4
,Cleveland,Mckinley,1000,33801,3,6
,Harrison,Buren,500,309801,6,2
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Pierce,2500,94401,6,5
,Buchanan,Grant,1000,247901,4,3
,Lincoln,Harrison,2000,108001,5,4
,Garfield,Hayes,2500,33801,4,6
,Arthur,Cleveland,500,309801,2,1
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Fillmore,Buchanan,2500,168001,7,5
,Taylor,Buren,3000,264801,6,3
,Pierce,Lincoln,1000,309801,4,1
,Grant,Arthur,2500,74801,5,6
,Hayes,Garfield,2500,218701,3,4
,Cleveland,Mckinley,1000,33801,6,7
,Harrison,Tyler,1500,309801,7,2
,総取引における距離の平均,2000.0,合算地,14000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Tyler,Taylor,4000,312801,6,1
,Buren,Pierce,2500,94401,6,6
,Buchanan,Grant,1000,247901,4,4
,Lincoln,Hayes,1000,108001,3,5
,Garfield,Cleveland,1000,33801,6,7
,Arthur,Harrison,1000,309801,1,2
,Mckinley,Fillmore,1500,302400,7,3
,総取引における距離の平均,1714.0,合算地,12000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Buchanan,1000,264801,5,3
,Pierce,Lincoln,1000,309801,4,1
,Grant,Mckinley,1000,74801,4,5
,Hayes,Garfield,2500,218701,3,4
,Cleveland,Arthur,500,33801,4,6
,Harrison,Buren,500,309801,6,2
,総取引における距離の平均,1083.0,合算地,6500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Fillmore,500,94401,6,6
,Pierce,Hayes,2000,309801,7,2
,Buchanan,Taylor,1000,247901,5,4
,Lincoln,Grant,500,108001,4,5
,Garfield,Harrison,1500,33801,6,7
,Arthur,Tyler,500,309801,7,1
,Mckinley,Cleveland,1000,302401,2,3
,総取引における距離の平均,1000.0,合算地,7000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Tyler,Pierce,3500,2,6,7
,Fillmore,Buren,500,2,7,2
,Taylor,Buchanan,1000,2,5,3
,Grant,Lincoln,500,2,4,4
,Hayes,Garfield,2500,2,3,5
,Cleveland,Arthur,500,2,2,6
,Harrison,Mckinley,500,2,1,7
,総取引における距離の平均,1285.0,合算地,9000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Pierce,2500,2,5,6
,Buchanan,Taylor,1000,2,6,2
,Lincoln,Grant,500,2,4,3
,Garfield,Hayes,2500,2,3,4
,Arthur,Cleveland,500,2,2,5
,Mckinley,Harrison,500,2,1,6
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Mckinley,2500,309800,1,1
,総取引における距離の平均,2500.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Harrison,1500,33801,2,2
,Mckinley,Cleveland,1000,302400,2,1
,総取引における距離の平均,1250.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Mckinley,1000,33801,1,2
,Harrison,Arthur,1000,309800,1,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Harrison,1000,309801,1,1
,総取引における距離の平均,1000.0,合算地,1000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Cleveland,500,309801,2,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,1,2
,Mckinley,Arthur,1500,302400,1,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,1,2
,Harrison,Cleveland,500,309801,2,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Harrison,1000,232701,3,2
,Cleveland,Arthur,500,33801,2,3
,Mckinley,Garfield,2000,302400,2,1
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,2,2
,Harrison,Cleveland,500,309801,1,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,2,2
,Mckinley,Arthur,1500,302400,2,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,2,2
,Harrison,Cleveland,500,309801,1,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,2,2
,Mckinley,Arthur,1500,302400,2,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,1,2
,Harrison,Cleveland,500,309801,2,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Cleveland,Harrison,500,33801,2,2
,Mckinley,Arthur,1500,302400,2,1
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Arthur,Mckinley,1500,309801,1,2
,Harrison,Cleveland,500,309801,2,2
,総取引における距離の平均,1000.0,合算地,2000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Arthur,2500,74801,3,2
,Cleveland,Harrison,500,33801,1,3
,Mckinley,Garfield,2000,302400,3,1
,総取引における距離の平均,1666.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Cleveland,1000,33801,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Hayes,1000,309801,3,2
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Arthur,2000,218701,2,2
,Cleveland,Harrison,500,33801,1,3
,Mckinley,Garfield,2000,302400,3,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Cleveland,1000,33801,2,3
,Arthur,Mckinley,1500,309801,1,1
,Harrison,Hayes,1000,309801,3,2
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Clinton,Garfield,1000,348001,3,1
,Hayes,Arthur,2000,218701,2,3
,Cleveland,Harrison,500,33801,2,4
,Mckinley,Grant,1000,302400,4,2
,総取引における距離の平均,1125.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Mckinley,2000,33801,3,3
,Arthur,Cleveland,500,309801,2,1
,Harrison,Hayes,1000,309801,3,2
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Arthur,2000,218701,2,2
,Cleveland,Harrison,500,33801,1,3
,Mckinley,Garfield,2000,302400,3,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Cleveland,1000,2,2,3
,Arthur,Hayes,2000,2,3,2
,Harrison,Mckinley,500,2,1,3
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hayes,Arthur,2000,2,2,3
,Cleveland,Garfield,1000,2,3,2
,Mckinley,Harrison,500,2,1,3
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
